objectType,objectID,graphType,provenanceHashPresent,rulesetVersionPresent,missingFields,status
node,sequence:ADV100-072-genome_segment_non_barcode_marker,sequence,True,True,,pass
node,assignment:ADV100-072-genome_segment_non_barcode_marker,assignment,True,True,,pass
node,claim_boundary:ADV100-072-genome_segment_non_barcode_marker,claim_boundary,True,True,,pass
node,hit:ADV100-072-genome_segment_non_barcode_marker:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:ADV100-073-genome_segment_non_barcode_marker,sequence,True,True,,pass
node,assignment:ADV100-073-genome_segment_non_barcode_marker,assignment,True,True,,pass
node,claim_boundary:ADV100-073-genome_segment_non_barcode_marker,claim_boundary,True,True,,pass
node,hit:ADV100-073-genome_segment_non_barcode_marker:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:ADV100-074-genome_segment_non_barcode_marker,sequence,True,True,,pass
node,assignment:ADV100-074-genome_segment_non_barcode_marker,assignment,True,True,,pass
node,claim_boundary:ADV100-074-genome_segment_non_barcode_marker,claim_boundary,True,True,,pass
node,hit:ADV100-074-genome_segment_non_barcode_marker:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:ADV100-075-genome_segment_non_barcode_marker,sequence,True,True,,pass
node,assignment:ADV100-075-genome_segment_non_barcode_marker,assignment,True,True,,pass
node,claim_boundary:ADV100-075-genome_segment_non_barcode_marker,claim_boundary,True,True,,pass
node,hit:ADV100-075-genome_segment_non_barcode_marker:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:ADV100-076-genome_segment_non_barcode_marker,sequence,True,True,,pass
node,assignment:ADV100-076-genome_segment_non_barcode_marker,assignment,True,True,,pass
node,claim_boundary:ADV100-076-genome_segment_non_barcode_marker,claim_boundary,True,True,,pass
node,hit:ADV100-076-genome_segment_non_barcode_marker:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:ADV100-077-genome_segment_non_barcode_marker,sequence,True,True,,pass
node,assignment:ADV100-077-genome_segment_non_barcode_marker,assignment,True,True,,pass
node,claim_boundary:ADV100-077-genome_segment_non_barcode_marker,claim_boundary,True,True,,pass
node,hit:ADV100-077-genome_segment_non_barcode_marker:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:ADV100-078-genome_segment_non_barcode_marker,sequence,True,True,,pass
node,assignment:ADV100-078-genome_segment_non_barcode_marker,assignment,True,True,,pass
node,claim_boundary:ADV100-078-genome_segment_non_barcode_marker,claim_boundary,True,True,,pass
node,hit:ADV100-078-genome_segment_non_barcode_marker:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:ADV100-079-genome_segment_non_barcode_marker,sequence,True,True,,pass
node,assignment:ADV100-079-genome_segment_non_barcode_marker,assignment,True,True,,pass
node,claim_boundary:ADV100-079-genome_segment_non_barcode_marker,claim_boundary,True,True,,pass
node,hit:ADV100-079-genome_segment_non_barcode_marker:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:ADV100-080-genome_segment_non_barcode_marker,sequence,True,True,,pass
node,assignment:ADV100-080-genome_segment_non_barcode_marker,assignment,True,True,,pass
node,claim_boundary:ADV100-080-genome_segment_non_barcode_marker,claim_boundary,True,True,,pass
node,hit:ADV100-080-genome_segment_non_barcode_marker:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:ADV100-081-negative_barcode_gap,sequence,True,True,,pass
node,assignment:ADV100-081-negative_barcode_gap,assignment,True,True,,pass
node,claim_boundary:ADV100-081-negative_barcode_gap,claim_boundary,True,True,,pass
node,blocker:e2ab7514302d,blocker,True,True,,pass
node,hit:ADV100-081-negative_barcode_gap:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-081-negative_barcode_gap:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-082-negative_barcode_gap,sequence,True,True,,pass
node,assignment:ADV100-082-negative_barcode_gap,assignment,True,True,,pass
node,claim_boundary:ADV100-082-negative_barcode_gap,claim_boundary,True,True,,pass
node,hit:ADV100-082-negative_barcode_gap:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-082-negative_barcode_gap:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-083-negative_barcode_gap,sequence,True,True,,pass
node,assignment:ADV100-083-negative_barcode_gap,assignment,True,True,,pass
node,claim_boundary:ADV100-083-negative_barcode_gap,claim_boundary,True,True,,pass
node,hit:ADV100-083-negative_barcode_gap:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-083-negative_barcode_gap:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-084-negative_barcode_gap,sequence,True,True,,pass
node,assignment:ADV100-084-negative_barcode_gap,assignment,True,True,,pass
node,claim_boundary:ADV100-084-negative_barcode_gap,claim_boundary,True,True,,pass
node,hit:ADV100-084-negative_barcode_gap:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-084-negative_barcode_gap:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-085-negative_barcode_gap,sequence,True,True,,pass
node,assignment:ADV100-085-negative_barcode_gap,assignment,True,True,,pass
node,claim_boundary:ADV100-085-negative_barcode_gap,claim_boundary,True,True,,pass
node,hit:ADV100-085-negative_barcode_gap:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-085-negative_barcode_gap:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-086-negative_barcode_gap,sequence,True,True,,pass
node,assignment:ADV100-086-negative_barcode_gap,assignment,True,True,,pass
node,claim_boundary:ADV100-086-negative_barcode_gap,claim_boundary,True,True,,pass
node,hit:ADV100-086-negative_barcode_gap:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-086-negative_barcode_gap:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-087-negative_barcode_gap,sequence,True,True,,pass
node,assignment:ADV100-087-negative_barcode_gap,assignment,True,True,,pass
node,claim_boundary:ADV100-087-negative_barcode_gap,claim_boundary,True,True,,pass
node,hit:ADV100-087-negative_barcode_gap:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-087-negative_barcode_gap:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-088-negative_barcode_gap,sequence,True,True,,pass
node,assignment:ADV100-088-negative_barcode_gap,assignment,True,True,,pass
node,claim_boundary:ADV100-088-negative_barcode_gap,claim_boundary,True,True,,pass
node,hit:ADV100-088-negative_barcode_gap:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-088-negative_barcode_gap:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-089-negative_barcode_gap,sequence,True,True,,pass
node,assignment:ADV100-089-negative_barcode_gap,assignment,True,True,,pass
node,claim_boundary:ADV100-089-negative_barcode_gap,claim_boundary,True,True,,pass
node,hit:ADV100-089-negative_barcode_gap:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-089-negative_barcode_gap:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-090-negative_barcode_gap,sequence,True,True,,pass
node,assignment:ADV100-090-negative_barcode_gap,assignment,True,True,,pass
node,claim_boundary:ADV100-090-negative_barcode_gap,claim_boundary,True,True,,pass
node,hit:ADV100-090-negative_barcode_gap:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-090-negative_barcode_gap:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-091-missing_diagnostic_kmer,sequence,True,True,,pass
node,assignment:ADV100-091-missing_diagnostic_kmer,assignment,True,True,,pass
node,claim_boundary:ADV100-091-missing_diagnostic_kmer,claim_boundary,True,True,,pass
node,blocker:af929553ea3e,blocker,True,True,,pass
node,hit:ADV100-091-missing_diagnostic_kmer:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-091-missing_diagnostic_kmer:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-092-missing_diagnostic_kmer,sequence,True,True,,pass
node,assignment:ADV100-092-missing_diagnostic_kmer,assignment,True,True,,pass
node,claim_boundary:ADV100-092-missing_diagnostic_kmer,claim_boundary,True,True,,pass
node,hit:ADV100-092-missing_diagnostic_kmer:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-092-missing_diagnostic_kmer:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-093-missing_diagnostic_kmer,sequence,True,True,,pass
node,assignment:ADV100-093-missing_diagnostic_kmer,assignment,True,True,,pass
node,claim_boundary:ADV100-093-missing_diagnostic_kmer,claim_boundary,True,True,,pass
node,hit:ADV100-093-missing_diagnostic_kmer:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-093-missing_diagnostic_kmer:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-094-missing_diagnostic_kmer,sequence,True,True,,pass
node,assignment:ADV100-094-missing_diagnostic_kmer,assignment,True,True,,pass
node,claim_boundary:ADV100-094-missing_diagnostic_kmer,claim_boundary,True,True,,pass
node,hit:ADV100-094-missing_diagnostic_kmer:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-094-missing_diagnostic_kmer:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-095-missing_diagnostic_kmer,sequence,True,True,,pass
node,assignment:ADV100-095-missing_diagnostic_kmer,assignment,True,True,,pass
node,claim_boundary:ADV100-095-missing_diagnostic_kmer,claim_boundary,True,True,,pass
node,hit:ADV100-095-missing_diagnostic_kmer:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-095-missing_diagnostic_kmer:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-096-missing_diagnostic_kmer,sequence,True,True,,pass
node,assignment:ADV100-096-missing_diagnostic_kmer,assignment,True,True,,pass
node,claim_boundary:ADV100-096-missing_diagnostic_kmer,claim_boundary,True,True,,pass
node,hit:ADV100-096-missing_diagnostic_kmer:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-096-missing_diagnostic_kmer:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-097-missing_diagnostic_kmer,sequence,True,True,,pass
node,assignment:ADV100-097-missing_diagnostic_kmer,assignment,True,True,,pass
node,claim_boundary:ADV100-097-missing_diagnostic_kmer,claim_boundary,True,True,,pass
node,hit:ADV100-097-missing_diagnostic_kmer:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-097-missing_diagnostic_kmer:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-098-missing_diagnostic_kmer,sequence,True,True,,pass
node,assignment:ADV100-098-missing_diagnostic_kmer,assignment,True,True,,pass
node,claim_boundary:ADV100-098-missing_diagnostic_kmer,claim_boundary,True,True,,pass
node,hit:ADV100-098-missing_diagnostic_kmer:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-098-missing_diagnostic_kmer:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-099-missing_diagnostic_kmer,sequence,True,True,,pass
node,assignment:ADV100-099-missing_diagnostic_kmer,assignment,True,True,,pass
node,claim_boundary:ADV100-099-missing_diagnostic_kmer,claim_boundary,True,True,,pass
node,hit:ADV100-099-missing_diagnostic_kmer:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-099-missing_diagnostic_kmer:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-100-missing_diagnostic_kmer,sequence,True,True,,pass
node,assignment:ADV100-100-missing_diagnostic_kmer,assignment,True,True,,pass
node,claim_boundary:ADV100-100-missing_diagnostic_kmer,claim_boundary,True,True,,pass
node,hit:ADV100-100-missing_diagnostic_kmer:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-100-missing_diagnostic_kmer:BOLD:Aedes_aegypti,hit,True,True,,pass
node,artifact:adversarial_report.md,artifact,True,True,,pass
node,artifact:ai_dataset_export_audit.csv,artifact,True,True,,pass
node,artifact:ai_output_guardrail_audit.csv,artifact,True,True,,pass
node,artifact:ambiguous_sequences.csv,artifact,True,True,,pass
node,artifact:artifact_checksums.json,artifact,True,True,,pass
node,artifact:assay_gate_audit.csv,artifact,True,True,,pass
node,artifact:barcode_gap_report.csv,artifact,True,True,,pass
node,artifact:ci_math_oracle_report.json,artifact,True,True,,pass
node,artifact:citations.md,artifact,True,True,,pass
node,artifact:claim_boundaries.csv,artifact,True,True,,pass
node,artifact:contamination_context_audit.csv,artifact,True,True,,pass
node,artifact:contradiction_audit.csv,artifact,True,True,,pass
node,artifact:cross_marker_consensus.csv,artifact,True,True,,pass
node,artifact:data_accounting_ledger.csv,artifact,True,True,,pass
node,artifact:diagnostic_kmer_report.csv,artifact,True,True,,pass
node,artifact:dna_derived_extension_gbif_ready.csv,artifact,True,True,,pass
node,artifact:dna_derived_extension_publishable.csv,artifact,True,True,,pass
node,artifact:dna_derived_extension_template.csv,artifact,True,True,,pass
node,artifact:dna_extension_readiness.csv,artifact,True,True,,pass
node,artifact:domain_annotation_audit.csv,artifact,True,True,,pass
node,artifact:domain_to_function_boundary_audit.csv,artifact,True,True,,pass
node,artifact:dwc_occurrence_core_gbif_ready.csv,artifact,True,True,,pass
node,artifact:dwc_occurrence_core_publishable.csv,artifact,True,True,,pass
node,artifact:dwc_occurrence_core_readiness.csv,artifact,True,True,,pass
node,artifact:dwc_occurrence_core_review.csv,artifact,True,True,,pass
node,artifact:dwc_occurrence_core_review_or_repair.csv,artifact,True,True,,pass
node,artifact:dwc_occurrence_core_template.csv,artifact,True,True,,pass
node,artifact:evidence_graph.json,artifact,True,True,,pass
node,artifact:evidence_graph.jsonld,artifact,True,True,,pass
node,artifact:evidence_pack.json,artifact,True,True,,pass
node,artifact:evidence_pack.zip,artifact,True,True,,pass
node,artifact:evolutionary_risk_caveat_audit.csv,artifact,True,True,,pass
node,artifact:external_tool_adapter_matrix.csv,artifact,True,True,,pass
node,artifact:fdr_audit.csv,artifact,True,True,,pass
node,artifact:function_claim_boundary_audit.csv,artifact,True,True,,pass
node,artifact:gbif_backbone_matches.csv,artifact,True,True,,pass
node,artifact:graph_provenance_audit.csv,artifact,True,True,,pass
node,artifact:graph_roundtrip_audit.json,artifact,True,True,,pass
node,artifact:gseg_graph_schema.json,artifact,True,True,,pass
node,artifact:gsig_graph_schema.yaml,artifact,True,True,,pass
node,artifact:hard_gate_audit.csv,artifact,True,True,,pass
node,artifact:judge_reproducibility_report.md,artifact,True,True,,pass
node,artifact:literature_claim_state_audit.csv,artifact,True,True,,pass
node,artifact:literature_extraction_confidence.csv,artifact,True,True,,pass
node,artifact:manual_review_audit.csv,artifact,True,True,,pass
node,artifact:marker_profile_audit.csv,artifact,True,True,,pass
node,artifact:match_gate_audit.csv,artifact,True,True,,pass
node,artifact:metadata_bottlenecks.csv,artifact,True,True,,pass
node,artifact:methods_text.md,artifact,True,True,,pass
node,artifact:molecular_evidence_report.html,artifact,True,True,,pass
node,artifact:naive_top_hit_overclaims.csv,artifact,True,True,,pass
node,artifact:nexus_v3_summary.json,artifact,True,True,,pass
node,artifact:ontology_version_audit.csv,artifact,True,True,,pass
node,artifact:orf_translation_audit.csv,artifact,True,True,,pass
node,artifact:proof_by_failure_modes.md,artifact,True,True,,pass
node,artifact:publication_blockers.csv,artifact,True,True,,pass
node,artifact:publication_integrity_audit.csv,artifact,True,True,,pass
node,artifact:query_smoke_report.md,artifact,True,True,,pass
node,artifact:reference_completeness_audit.csv,artifact,True,True,,pass
node,artifact:reference_gap_index.csv,artifact,True,True,,pass
node,artifact:reference_manifest.json,artifact,True,True,,pass
node,artifact:repair_gain_estimates.csv,artifact,True,True,,pass
node,artifact:repair_plan.csv,artifact,True,True,,pass
node,artifact:repairability_audit.csv,artifact,True,True,,pass
node,artifact:report_consistency_audit.csv,artifact,True,True,,pass
node,artifact:review_taxonomic_hints.csv,artifact,True,True,,pass
node,artifact:ruleset_diff_report.json,artifact,True,True,,pass
node,artifact:run.json,artifact,True,True,,pass
node,artifact:safe_taxonomic_assignments.csv,artifact,True,True,,pass
node,artifact:segment_canonicalization_audit.csv,artifact,True,True,,pass
node,artifact:segment_cluster_audit.csv,artifact,True,True,,pass
node,artifact:segment_overlap_report.csv,artifact,True,True,,pass
node,artifact:segment_safe_taxa.csv,artifact,True,True,,pass
node,artifact:segment_taxon_matrix_audit.csv,artifact,True,True,,pass
node,artifact:segment_trait_matrix_audit.csv,artifact,True,True,,pass
node,artifact:segments.csv,artifact,True,True,,pass
node,artifact:sequence_safety_table.csv,artifact,True,True,,pass
node,artifact:sharedness_overclaim_audit.csv,artifact,True,True,,pass
node,artifact:source_license_audit.csv,artifact,True,True,,pass
node,artifact:source_provenance_manifest.json,artifact,True,True,,pass
node,artifact:state_machine_audit.csv,artifact,True,True,,pass
node,artifact:theorem_checklist.json,artifact,True,True,,pass
node,artifact:trait_association_confounding_audit.csv,artifact,True,True,,pass
node,artifact:trait_function_evidence_audit.csv,artifact,True,True,,pass
node,artifact:validation_fold_metrics.csv,artifact,True,True,,pass
node,artifact:verified_segment_evidence_array.csv,artifact,True,True,,pass
node,artifact:verified_segment_evidence_array.jsonl,artifact,True,True,,pass
node,artifact:verified_segment_evidence_array.parquet,artifact,True,True,,pass
node,artifact:vsea_graph_reconciliation.csv,artifact,True,True,,pass
edge,edge:d5e984f2b9550796,frozen_against,True,True,,pass
edge,edge:f54769480a4f3f0f,contains_sequence,True,True,,pass
edge,edge:2b2f1f88915073a9,receives_assignment,True,True,,pass
edge,edge:c312f85c70819850,supports_taxon,True,True,,pass
edge,edge:1fe5223e2a7a88c3,bounded_by,True,True,,pass
edge,edge:1314773289d68a9f,matches_reference,True,True,,pass
edge,edge:113fb33cb0e8a803,matches_reference,True,True,,pass
edge,edge:a32b4874ae1a8f01,contains_sequence,True,True,,pass
edge,edge:f42ffdaa0f44bb0b,receives_assignment,True,True,,pass
edge,edge:9b15530914f841a2,supports_taxon,True,True,,pass
edge,edge:93c40494958b0d69,bounded_by,True,True,,pass
edge,edge:580c85be9588d774,matches_reference,True,True,,pass
edge,edge:5e300bbdcd34825e,matches_reference,True,True,,pass
edge,edge:bd5ba63ae0042940,contains_sequence,True,True,,pass
edge,edge:93899dd2b2012a0a,receives_assignment,True,True,,pass
edge,edge:95deb5d6be0205e1,supports_taxon,True,True,,pass
edge,edge:b5aea7441ef916a3,bounded_by,True,True,,pass
edge,edge:266a22103e0dd0db,matches_reference,True,True,,pass
edge,edge:336d53998be96016,matches_reference,True,True,,pass
edge,edge:d29809b3a503a877,contains_sequence,True,True,,pass
edge,edge:2529cc4502f602ff,receives_assignment,True,True,,pass
edge,edge:ffd9dcc8b0d176cb,supports_taxon,True,True,,pass
edge,edge:e8a962fe3f268378,bounded_by,True,True,,pass
edge,edge:8d05a09946ed6008,matches_reference,True,True,,pass
edge,edge:eea7c628908402a2,matches_reference,True,True,,pass
edge,edge:a87b65e53772c375,contains_sequence,True,True,,pass
edge,edge:250df2c57c09518f,receives_assignment,True,True,,pass
edge,edge:16c0bec75df214de,supports_taxon,True,True,,pass
edge,edge:95fc1d937c28e974,bounded_by,True,True,,pass
edge,edge:449dae0f63a629ed,matches_reference,True,True,,pass
edge,edge:850fef7e5f5b5361,matches_reference,True,True,,pass
edge,edge:5fb862c50c58687e,contains_sequence,True,True,,pass
edge,edge:bc34fe2eae5ffb6f,receives_assignment,True,True,,pass
edge,edge:b06dc2eb356b4db0,supports_taxon,True,True,,pass
edge,edge:4e4f8a8d98483a8d,bounded_by,True,True,,pass
edge,edge:22a8f37138a373c5,matches_reference,True,True,,pass
edge,edge:04f2bee142df6b44,matches_reference,True,True,,pass
edge,edge:38794e03b4d1b930,contains_sequence,True,True,,pass
edge,edge:802ba6bb7691b6e1,receives_assignment,True,True,,pass
edge,edge:ec6b9df47f64f766,supports_taxon,True,True,,pass
edge,edge:3d0f3e894310de57,bounded_by,True,True,,pass
edge,edge:57294b06f9fc63d3,matches_reference,True,True,,pass
edge,edge:992046989c5259b9,matches_reference,True,True,,pass
edge,edge:f7530e72c9f242af,contains_sequence,True,True,,pass
edge,edge:6d4d0da4f8f30d5a,receives_assignment,True,True,,pass
edge,edge:62ae6bf6e608fdd5,supports_taxon,True,True,,pass
edge,edge:f89502c29bb7654a,bounded_by,True,True,,pass
edge,edge:862a7a6411d28189,matches_reference,True,True,,pass
edge,edge:b2517cfc89657876,matches_reference,True,True,,pass
edge,edge:bd234959fe6f9f50,contains_sequence,True,True,,pass
edge,edge:499d550eb6bb6dde,receives_assignment,True,True,,pass
edge,edge:83b8f9c0c5689125,supports_taxon,True,True,,pass
edge,edge:2a7ed9d6d92d0c4c,bounded_by,True,True,,pass
edge,edge:0c023ddd7831acc4,matches_reference,True,True,,pass
edge,edge:384ddeca17b26acf,matches_reference,True,True,,pass
edge,edge:f7d1b45f3f6ec233,contains_sequence,True,True,,pass
edge,edge:02ed84d3f36c3ee0,receives_assignment,True,True,,pass
edge,edge:4234750ad7ad36d9,supports_taxon,True,True,,pass
edge,edge:4b807f7d77609ab2,bounded_by,True,True,,pass
edge,edge:2cc0c2f8bf263f54,matches_reference,True,True,,pass
edge,edge:5541e5d906535004,matches_reference,True,True,,pass
edge,edge:54a89439b549f1bf,contains_sequence,True,True,,pass
edge,edge:68c273abd8470cce,receives_assignment,True,True,,pass
edge,edge:22d2f1b586c67f84,supports_taxon,True,True,,pass
edge,edge:b163129c5cdc6a10,bounded_by,True,True,,pass
edge,edge:f41e16417adc1ba3,blocked_by,True,True,,pass
edge,edge:d707d77c41435ce2,matches_reference,True,True,,pass
edge,edge:049097107e0962be,matches_reference,True,True,,pass
edge,edge:7d92f7272beaa8a7,contains_sequence,True,True,,pass
edge,edge:5e8af80c0210a4b8,receives_assignment,True,True,,pass
edge,edge:2aa9da867b318f30,supports_taxon,True,True,,pass
edge,edge:7ca59f327697770c,bounded_by,True,True,,pass
edge,edge:5acd83c7522bed06,blocked_by,True,True,,pass
edge,edge:e9b71ab7dc08c0c2,matches_reference,True,True,,pass
edge,edge:46b37bdcf5d27aac,matches_reference,True,True,,pass
edge,edge:69abab3ac267e97e,contains_sequence,True,True,,pass
edge,edge:e0f616c33934c128,receives_assignment,True,True,,pass
edge,edge:8980c7561f73d82d,supports_taxon,True,True,,pass
edge,edge:e5ecf86060711215,bounded_by,True,True,,pass
edge,edge:4889c50678fb0dcd,blocked_by,True,True,,pass
edge,edge:2d87fa1eea692c04,matches_reference,True,True,,pass
edge,edge:af893d332dc2de45,matches_reference,True,True,,pass
edge,edge:f5bed5c82e5a3b58,contains_sequence,True,True,,pass
edge,edge:e6cd4513c4888c09,receives_assignment,True,True,,pass
edge,edge:73afcfe8d83e8606,supports_taxon,True,True,,pass
edge,edge:8d19206e6967047a,bounded_by,True,True,,pass
edge,edge:df0b2261d617c67f,blocked_by,True,True,,pass
edge,edge:b2ab507d4998b618,matches_reference,True,True,,pass
edge,edge:9c3cf568d9131424,matches_reference,True,True,,pass
edge,edge:252a70cdf514c902,contains_sequence,True,True,,pass
edge,edge:e8900495abe13b6a,receives_assignment,True,True,,pass
edge,edge:fd7b038dcee7fe24,supports_taxon,True,True,,pass
edge,edge:a25dd02e68615cad,bounded_by,True,True,,pass
edge,edge:3790418dce2692d6,blocked_by,True,True,,pass
edge,edge:e2a0ce17ffffa5d9,matches_reference,True,True,,pass
edge,edge:6a92ab2db914facd,matches_reference,True,True,,pass
edge,edge:12292ccfdf1a8d0e,contains_sequence,True,True,,pass
edge,edge:db5584facbdd1872,receives_assignment,True,True,,pass
edge,edge:7f01f909256da7bc,supports_taxon,True,True,,pass
edge,edge:56c36aaea4f4b67e,bounded_by,True,True,,pass
edge,edge:373375871c75a947,blocked_by,True,True,,pass
edge,edge:7230d476703d20a2,matches_reference,True,True,,pass
edge,edge:a1c7527ac5f2dfa3,matches_reference,True,True,,pass
edge,edge:d8510c801de1f517,contains_sequence,True,True,,pass
edge,edge:57fdb37c2982dd2a,receives_assignment,True,True,,pass
edge,edge:9c992959fbee76be,supports_taxon,True,True,,pass
edge,edge:702ad726a6a898b0,bounded_by,True,True,,pass
edge,edge:ae59f12d77c741d7,blocked_by,True,True,,pass
edge,edge:d0a26ddf5db630d4,matches_reference,True,True,,pass
edge,edge:39cc98b624282341,matches_reference,True,True,,pass
edge,edge:89c527ff3b8ba16d,contains_sequence,True,True,,pass
edge,edge:5d5ff41011661893,receives_assignment,True,True,,pass
edge,edge:ff2e8fa99bc3158e,supports_taxon,True,True,,pass
edge,edge:c7469e6be0dfe50c,bounded_by,True,True,,pass
edge,edge:e97619cecb9fc43b,blocked_by,True,True,,pass
edge,edge:33ed98faa1353b29,matches_reference,True,True,,pass
edge,edge:f0838559ee4e747d,matches_reference,True,True,,pass
edge,edge:4a6d7f974ccb487c,contains_sequence,True,True,,pass
edge,edge:826ad2d5bf3566d7,receives_assignment,True,True,,pass
edge,edge:88c8e7f49d2d8331,supports_taxon,True,True,,pass
edge,edge:fe04ad3569986128,bounded_by,True,True,,pass
edge,edge:54884075112de8d5,blocked_by,True,True,,pass
edge,edge:b3ff08f0e1b06e95,matches_reference,True,True,,pass
edge,edge:634251f635c924b5,matches_reference,True,True,,pass
edge,edge:baa25ee15c5c9bf1,contains_sequence,True,True,,pass
edge,edge:75d0aaba2d32d724,receives_assignment,True,True,,pass
edge,edge:2cbdcb3934ddb8c2,supports_taxon,True,True,,pass
edge,edge:efb019aa8d0467f8,bounded_by,True,True,,pass
edge,edge:85090d2364da30f2,blocked_by,True,True,,pass
edge,edge:14081596792ceca3,matches_reference,True,True,,pass
edge,edge:abce4a89ad73d4a4,matches_reference,True,True,,pass
edge,edge:2ee44b77d7e1d1f0,contains_sequence,True,True,,pass
edge,edge:ddb2fc6883a5bbe8,receives_assignment,True,True,,pass
edge,edge:485285559bd007e5,supports_taxon,True,True,,pass
edge,edge:fe086b777653ec5e,bounded_by,True,True,,pass
edge,edge:b08ac621210a8f9c,blocked_by,True,True,,pass
edge,edge:5247202d3b4282af,blocked_by,True,True,,pass
edge,edge:75917e19f69c0212,matches_reference,True,True,,pass
edge,edge:c91e64f2cfaafb0d,contains_sequence,True,True,,pass
edge,edge:0b2d7e1d438f7127,receives_assignment,True,True,,pass
edge,edge:cb0abe9d60d16a1b,supports_taxon,True,True,,pass
edge,edge:cc9f77d3a5a6a16e,bounded_by,True,True,,pass
edge,edge:1bb6e845912cf6de,blocked_by,True,True,,pass
edge,edge:d7e2a4f6466b7292,blocked_by,True,True,,pass
edge,edge:635dc2baf079d9a2,matches_reference,True,True,,pass
edge,edge:af6801e28cef7b5b,contains_sequence,True,True,,pass
edge,edge:5d6611782c932f44,receives_assignment,True,True,,pass
edge,edge:fa99c40bf7587aba,supports_taxon,True,True,,pass
edge,edge:a96d1d68e65f65c9,bounded_by,True,True,,pass
edge,edge:99cc86e5a068a241,blocked_by,True,True,,pass
edge,edge:c6f2f1b0156794bf,blocked_by,True,True,,pass
edge,edge:ce50baf86ea99446,matches_reference,True,True,,pass
edge,edge:0b5f054bbed8b669,contains_sequence,True,True,,pass
edge,edge:4724e66f5c1a559b,receives_assignment,True,True,,pass
edge,edge:c6193441c9312b6c,supports_taxon,True,True,,pass
edge,edge:c5be70095fb3f5fe,bounded_by,True,True,,pass
edge,edge:7538d8842170d07e,blocked_by,True,True,,pass
edge,edge:d6e6394fd05da504,blocked_by,True,True,,pass
edge,edge:21eb15773422a579,matches_reference,True,True,,pass
edge,edge:1dc6d603106f69e6,contains_sequence,True,True,,pass
edge,edge:50f1bf5f06dc6789,receives_assignment,True,True,,pass
edge,edge:b570f47b92a63abb,supports_taxon,True,True,,pass
edge,edge:18e0129dd91fba6d,bounded_by,True,True,,pass
