objectType,objectID,graphType,provenanceHashPresent,rulesetVersionPresent,missingFields,status
node,sequence:COMP100-076-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-076-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-076-metadata_blocked,claim_boundary,True,True,,pass
node,blocker:78cdd7c7e0d6,blocker,True,True,,pass
node,blocker:bafd053aee5e,blocker,True,True,,pass
node,hit:COMP100-076-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-077-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-077-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-077-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-077-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-078-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-078-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-078-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-078-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-079-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-079-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-079-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-079-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-080-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-080-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-080-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-080-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-081-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-081-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-081-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-081-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-082-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-082-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-082-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-082-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-083-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-083-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-083-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-083-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-084-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-084-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-084-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-084-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-085-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-085-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-085-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-085-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-086-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-086-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-086-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-086-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-087-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-087-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-087-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-087-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-088-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-088-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-088-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-088-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-089-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-089-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-089-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-089-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-090-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-090-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-090-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-090-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-091-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-091-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-091-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-091-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-092-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-092-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-092-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-092-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-093-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-093-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-093-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-093-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-094-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-094-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-094-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-094-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-095-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-095-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-095-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-095-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-096-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-096-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-096-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-096-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-097-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-097-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-097-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-097-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-098-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-098-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-098-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-098-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-099-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-099-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-099-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-099-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,sequence:COMP100-100-metadata_blocked,sequence,True,True,,pass
node,assignment:COMP100-100-metadata_blocked,assignment,True,True,,pass
node,claim_boundary:COMP100-100-metadata_blocked,claim_boundary,True,True,,pass
node,hit:COMP100-100-metadata_blocked:BOLD:Aedes_albopictus,hit,True,True,,pass
node,artifact:adversarial_report.md,artifact,True,True,,pass
node,artifact:ai_dataset_export_audit.csv,artifact,True,True,,pass
node,artifact:ai_output_guardrail_audit.csv,artifact,True,True,,pass
node,artifact:ambiguous_sequences.csv,artifact,True,True,,pass
node,artifact:artifact_checksums.json,artifact,True,True,,pass
node,artifact:assay_gate_audit.csv,artifact,True,True,,pass
node,artifact:barcode_gap_report.csv,artifact,True,True,,pass
node,artifact:ci_math_oracle_report.json,artifact,True,True,,pass
node,artifact:citations.md,artifact,True,True,,pass
node,artifact:claim_boundaries.csv,artifact,True,True,,pass
node,artifact:contamination_context_audit.csv,artifact,True,True,,pass
node,artifact:contradiction_audit.csv,artifact,True,True,,pass
node,artifact:cross_marker_consensus.csv,artifact,True,True,,pass
node,artifact:data_accounting_ledger.csv,artifact,True,True,,pass
node,artifact:diagnostic_kmer_report.csv,artifact,True,True,,pass
node,artifact:dna_derived_extension_gbif_ready.csv,artifact,True,True,,pass
node,artifact:dna_derived_extension_publishable.csv,artifact,True,True,,pass
node,artifact:dna_derived_extension_template.csv,artifact,True,True,,pass
node,artifact:dna_extension_readiness.csv,artifact,True,True,,pass
node,artifact:domain_annotation_audit.csv,artifact,True,True,,pass
node,artifact:domain_to_function_boundary_audit.csv,artifact,True,True,,pass
node,artifact:dwc_occurrence_core_gbif_ready.csv,artifact,True,True,,pass
node,artifact:dwc_occurrence_core_publishable.csv,artifact,True,True,,pass
node,artifact:dwc_occurrence_core_readiness.csv,artifact,True,True,,pass
node,artifact:dwc_occurrence_core_review.csv,artifact,True,True,,pass
node,artifact:dwc_occurrence_core_review_or_repair.csv,artifact,True,True,,pass
node,artifact:dwc_occurrence_core_template.csv,artifact,True,True,,pass
node,artifact:evidence_graph.json,artifact,True,True,,pass
node,artifact:evidence_graph.jsonld,artifact,True,True,,pass
node,artifact:evidence_pack.json,artifact,True,True,,pass
node,artifact:evidence_pack.zip,artifact,True,True,,pass
node,artifact:evolutionary_risk_caveat_audit.csv,artifact,True,True,,pass
node,artifact:external_tool_adapter_matrix.csv,artifact,True,True,,pass
node,artifact:fdr_audit.csv,artifact,True,True,,pass
node,artifact:function_claim_boundary_audit.csv,artifact,True,True,,pass
node,artifact:gbif_backbone_matches.csv,artifact,True,True,,pass
node,artifact:graph_provenance_audit.csv,artifact,True,True,,pass
node,artifact:graph_roundtrip_audit.json,artifact,True,True,,pass
node,artifact:gseg_graph_schema.json,artifact,True,True,,pass
node,artifact:gsig_graph_schema.yaml,artifact,True,True,,pass
node,artifact:hard_gate_audit.csv,artifact,True,True,,pass
node,artifact:judge_reproducibility_report.md,artifact,True,True,,pass
node,artifact:literature_claim_state_audit.csv,artifact,True,True,,pass
node,artifact:literature_extraction_confidence.csv,artifact,True,True,,pass
node,artifact:manual_review_audit.csv,artifact,True,True,,pass
node,artifact:marker_profile_audit.csv,artifact,True,True,,pass
node,artifact:match_gate_audit.csv,artifact,True,True,,pass
node,artifact:math_viability_audit.json,artifact,True,True,,pass
node,artifact:metadata_bottlenecks.csv,artifact,True,True,,pass
node,artifact:methods_text.md,artifact,True,True,,pass
node,artifact:molecular_evidence_report.html,artifact,True,True,,pass
node,artifact:naive_top_hit_overclaims.csv,artifact,True,True,,pass
node,artifact:nexus_v3_summary.json,artifact,True,True,,pass
node,artifact:ontology_version_audit.csv,artifact,True,True,,pass
node,artifact:orf_translation_audit.csv,artifact,True,True,,pass
node,artifact:proof_by_failure_modes.md,artifact,True,True,,pass
node,artifact:publication_blockers.csv,artifact,True,True,,pass
node,artifact:publication_integrity_audit.csv,artifact,True,True,,pass
node,artifact:query_smoke_report.md,artifact,True,True,,pass
node,artifact:reference_completeness_audit.csv,artifact,True,True,,pass
node,artifact:reference_gap_index.csv,artifact,True,True,,pass
node,artifact:reference_manifest.json,artifact,True,True,,pass
node,artifact:repair_gain_estimates.csv,artifact,True,True,,pass
node,artifact:repair_plan.csv,artifact,True,True,,pass
node,artifact:repairability_audit.csv,artifact,True,True,,pass
node,artifact:report_consistency_audit.csv,artifact,True,True,,pass
node,artifact:review_taxonomic_hints.csv,artifact,True,True,,pass
node,artifact:ruleset_diff_report.json,artifact,True,True,,pass
node,artifact:run.json,artifact,True,True,,pass
node,artifact:safe_taxonomic_assignments.csv,artifact,True,True,,pass
node,artifact:segment_canonicalization_audit.csv,artifact,True,True,,pass
node,artifact:segment_cluster_audit.csv,artifact,True,True,,pass
node,artifact:segment_overlap_report.csv,artifact,True,True,,pass
node,artifact:segment_safe_taxa.csv,artifact,True,True,,pass
node,artifact:segment_taxon_matrix_audit.csv,artifact,True,True,,pass
node,artifact:segment_trait_matrix_audit.csv,artifact,True,True,,pass
node,artifact:segments.csv,artifact,True,True,,pass
node,artifact:sequence_safety_table.csv,artifact,True,True,,pass
node,artifact:sharedness_overclaim_audit.csv,artifact,True,True,,pass
node,artifact:source_license_audit.csv,artifact,True,True,,pass
node,artifact:source_provenance_manifest.json,artifact,True,True,,pass
node,artifact:state_machine_audit.csv,artifact,True,True,,pass
node,artifact:theorem_checklist.json,artifact,True,True,,pass
node,artifact:trait_association_confounding_audit.csv,artifact,True,True,,pass
node,artifact:trait_function_evidence_audit.csv,artifact,True,True,,pass
node,artifact:validation_fold_metrics.csv,artifact,True,True,,pass
node,artifact:verified_segment_evidence_array.csv,artifact,True,True,,pass
node,artifact:verified_segment_evidence_array.jsonl,artifact,True,True,,pass
node,artifact:verified_segment_evidence_array.parquet,artifact,True,True,,pass
node,artifact:vsea_graph_reconciliation.csv,artifact,True,True,,pass
edge,edge:8e43b59a265db50e,frozen_against,True,True,,pass
edge,edge:e60e94e30177e96f,contains_sequence,True,True,,pass
edge,edge:cd36e9a5ab07c2e4,receives_assignment,True,True,,pass
edge,edge:5218a594bd157491,supports_taxon,True,True,,pass
edge,edge:3285dee5e9fc0a16,bounded_by,True,True,,pass
edge,edge:55535030b2360fd8,matches_reference,True,True,,pass
edge,edge:6e82203ebc5f3a5c,matches_reference,True,True,,pass
edge,edge:929259209cb75d89,contains_sequence,True,True,,pass
edge,edge:73d1a3f8ae6e1a63,receives_assignment,True,True,,pass
edge,edge:c2440c8bab2a7ba1,supports_taxon,True,True,,pass
edge,edge:bfb4ef6a84b23606,bounded_by,True,True,,pass
edge,edge:e148116673e4948d,matches_reference,True,True,,pass
edge,edge:31db2e954875e322,matches_reference,True,True,,pass
edge,edge:b1e2d56fecf7aacf,contains_sequence,True,True,,pass
edge,edge:effb61c44ed970a3,receives_assignment,True,True,,pass
edge,edge:de0324f22211a924,supports_taxon,True,True,,pass
edge,edge:4931ddb516c55a1f,bounded_by,True,True,,pass
edge,edge:1eb52aba5b81eec1,matches_reference,True,True,,pass
edge,edge:06707f31e0f6dd30,matches_reference,True,True,,pass
edge,edge:c79fef35892e3e12,contains_sequence,True,True,,pass
edge,edge:dd50fd7629eeb7a9,receives_assignment,True,True,,pass
edge,edge:d7ac800f5abcb49b,supports_taxon,True,True,,pass
edge,edge:47e3bb6319be0fe8,bounded_by,True,True,,pass
edge,edge:6884c32910dd7b41,matches_reference,True,True,,pass
edge,edge:12693595f8eb8d40,matches_reference,True,True,,pass
edge,edge:ea7f59d00f72ca64,contains_sequence,True,True,,pass
edge,edge:a5f69417cd4ad9c5,receives_assignment,True,True,,pass
edge,edge:a0711e788d50fdc6,supports_taxon,True,True,,pass
edge,edge:026b359a72513c91,bounded_by,True,True,,pass
edge,edge:2532f837a0dde2d7,matches_reference,True,True,,pass
edge,edge:d08c5b9d4f80a193,matches_reference,True,True,,pass
edge,edge:0160f1da80448342,contains_sequence,True,True,,pass
edge,edge:e8541e42c3b3ef13,receives_assignment,True,True,,pass
edge,edge:fe330a256b6069f6,supports_taxon,True,True,,pass
edge,edge:2edc02dcbe25c699,bounded_by,True,True,,pass
edge,edge:c22505fcb966ef53,matches_reference,True,True,,pass
edge,edge:0ba6eb28a48d6c07,matches_reference,True,True,,pass
edge,edge:01f53d1ee8475077,contains_sequence,True,True,,pass
edge,edge:19e12410354e8a6a,receives_assignment,True,True,,pass
edge,edge:26309b7b69d042c5,supports_taxon,True,True,,pass
edge,edge:e9acef7b27e51fd4,bounded_by,True,True,,pass
edge,edge:76db5f4d98a65678,matches_reference,True,True,,pass
edge,edge:c4e4e9a200dca3fe,matches_reference,True,True,,pass
edge,edge:14d497afda7fca1a,contains_sequence,True,True,,pass
edge,edge:d707d836d73df1f7,receives_assignment,True,True,,pass
edge,edge:7b61ad945604efea,supports_taxon,True,True,,pass
edge,edge:06ade77c40ec5ec5,bounded_by,True,True,,pass
edge,edge:88c2968a81c2980a,matches_reference,True,True,,pass
edge,edge:ad41179ee8fdc25f,matches_reference,True,True,,pass
edge,edge:4f0cb0e179642927,contains_sequence,True,True,,pass
edge,edge:d3aebf8417ecf7d1,receives_assignment,True,True,,pass
edge,edge:3c5f4e81514d98fd,supports_taxon,True,True,,pass
edge,edge:1ac12f772eb12373,bounded_by,True,True,,pass
edge,edge:9a52dbe0774184fc,matches_reference,True,True,,pass
edge,edge:65cffe9323b2141d,matches_reference,True,True,,pass
edge,edge:b90af3c0bdb0d96d,contains_sequence,True,True,,pass
edge,edge:5d5b21c60ac5868e,receives_assignment,True,True,,pass
edge,edge:0b14bea561741ae9,supports_taxon,True,True,,pass
edge,edge:55364208e813b719,bounded_by,True,True,,pass
edge,edge:26a0b61c3104eeed,matches_reference,True,True,,pass
edge,edge:fb7359300a183b6f,matches_reference,True,True,,pass
edge,edge:f76995836b6e8113,contains_sequence,True,True,,pass
edge,edge:7910c5bb6c9a16d6,receives_assignment,True,True,,pass
edge,edge:e82b86034b5e24a4,supports_taxon,True,True,,pass
edge,edge:a936c988daa065b5,bounded_by,True,True,,pass
edge,edge:8a512a9077a82bfa,matches_reference,True,True,,pass
edge,edge:ef1b8dc50e3c4173,matches_reference,True,True,,pass
edge,edge:af18e1397a4a10e6,contains_sequence,True,True,,pass
edge,edge:f057e57d6763912f,receives_assignment,True,True,,pass
edge,edge:424b3bc35e545f54,supports_taxon,True,True,,pass
edge,edge:7df68a6121c9a8f9,bounded_by,True,True,,pass
edge,edge:df21795d6ae38832,matches_reference,True,True,,pass
edge,edge:1d87a3f06a4531af,matches_reference,True,True,,pass
edge,edge:f600828b9f69a339,contains_sequence,True,True,,pass
edge,edge:2a463ed7a25395bb,receives_assignment,True,True,,pass
edge,edge:4a24afb1cb3725de,supports_taxon,True,True,,pass
edge,edge:13356b3fe0120677,bounded_by,True,True,,pass
edge,edge:5bb87cda3e9a2250,matches_reference,True,True,,pass
edge,edge:5ce78e72ef3c5a65,matches_reference,True,True,,pass
edge,edge:342ba8645569e5b6,contains_sequence,True,True,,pass
edge,edge:b44c8ef95bf0cf52,receives_assignment,True,True,,pass
edge,edge:e360b236aff95fd1,supports_taxon,True,True,,pass
edge,edge:e132cbe6803a77f4,bounded_by,True,True,,pass
edge,edge:eda335bca4ecaeec,matches_reference,True,True,,pass
edge,edge:7cf5ed5873cff55c,matches_reference,True,True,,pass
edge,edge:0e9c6fc555ee3d44,contains_sequence,True,True,,pass
edge,edge:05a0154b158b7139,receives_assignment,True,True,,pass
edge,edge:2bd38bcd876a1314,supports_taxon,True,True,,pass
edge,edge:cb15f17c4720febf,bounded_by,True,True,,pass
edge,edge:4066a82c08f8e338,matches_reference,True,True,,pass
edge,edge:b8788f1de7159f7c,matches_reference,True,True,,pass
edge,edge:5ac48839f948fe4e,contains_sequence,True,True,,pass
edge,edge:b8f4e4976e50bc0f,receives_assignment,True,True,,pass
edge,edge:a9909581a17608d0,supports_taxon,True,True,,pass
edge,edge:a9b08443c01378f8,bounded_by,True,True,,pass
edge,edge:4a3a22af29efc122,matches_reference,True,True,,pass
edge,edge:09fb4e14ae7a40d3,matches_reference,True,True,,pass
edge,edge:9085f4738b800fd1,contains_sequence,True,True,,pass
edge,edge:6f581c7d67e09226,receives_assignment,True,True,,pass
edge,edge:cd8cb3b348140b0c,supports_taxon,True,True,,pass
edge,edge:f35c1f901ea04588,bounded_by,True,True,,pass
edge,edge:a7d11857dcdb4439,matches_reference,True,True,,pass
edge,edge:78f206df6ca69344,matches_reference,True,True,,pass
edge,edge:c368db96f8aeb2d9,contains_sequence,True,True,,pass
edge,edge:8e9517c4998dd97a,receives_assignment,True,True,,pass
edge,edge:6780118bcd3e5fed,supports_taxon,True,True,,pass
edge,edge:21bfa6875a3797a1,bounded_by,True,True,,pass
edge,edge:d6fe06fd3461730d,matches_reference,True,True,,pass
edge,edge:a3dcd41c8f4437e0,matches_reference,True,True,,pass
edge,edge:9868c4109891684c,contains_sequence,True,True,,pass
edge,edge:7767d0838a39bae8,receives_assignment,True,True,,pass
edge,edge:a9f161c7cbad97ef,supports_taxon,True,True,,pass
edge,edge:b56b7071aebb0930,bounded_by,True,True,,pass
edge,edge:6af1df8459894736,matches_reference,True,True,,pass
edge,edge:206a638d33440d0b,matches_reference,True,True,,pass
edge,edge:c10e37bddffcc9fb,contains_sequence,True,True,,pass
edge,edge:d873ed4cbd911f03,receives_assignment,True,True,,pass
edge,edge:32d1357bea03050a,supports_taxon,True,True,,pass
edge,edge:1873bc319c637161,bounded_by,True,True,,pass
edge,edge:a61b7a29ef4b77b7,matches_reference,True,True,,pass
edge,edge:e42c6f32d0b76cc5,matches_reference,True,True,,pass
edge,edge:ff4c05f821d8a165,contains_sequence,True,True,,pass
edge,edge:173bd668c051b1a2,receives_assignment,True,True,,pass
edge,edge:a09315a9e00ffdce,supports_taxon,True,True,,pass
edge,edge:bea49259d2c77504,bounded_by,True,True,,pass
edge,edge:0a129b9eaf1e553a,matches_reference,True,True,,pass
edge,edge:a3b586daf017c595,matches_reference,True,True,,pass
edge,edge:51177e9e47af2b4d,contains_sequence,True,True,,pass
edge,edge:f2f49f1805289eb0,receives_assignment,True,True,,pass
edge,edge:4c50302eff58e5cc,supports_taxon,True,True,,pass
edge,edge:452435a896d7d25e,bounded_by,True,True,,pass
edge,edge:dee5520ee324aafb,matches_reference,True,True,,pass
edge,edge:e258d41ec969286b,matches_reference,True,True,,pass
edge,edge:81d63dff849e4355,contains_sequence,True,True,,pass
edge,edge:addd5b9d5a0afa7c,receives_assignment,True,True,,pass
edge,edge:f97c4c0c4964ea5c,supports_taxon,True,True,,pass
edge,edge:81352aadef2a4052,bounded_by,True,True,,pass
edge,edge:e84e8ba7897ce8c5,matches_reference,True,True,,pass
edge,edge:08d69882064085a3,matches_reference,True,True,,pass
edge,edge:2d6ba2d88de50f8d,contains_sequence,True,True,,pass
edge,edge:6de6f1e319afa429,receives_assignment,True,True,,pass
edge,edge:78e62dbaa8ba5faf,supports_taxon,True,True,,pass
edge,edge:f9449dd53c5b730f,bounded_by,True,True,,pass
edge,edge:c91de05003a19fa8,matches_reference,True,True,,pass
edge,edge:97693713dda78d0b,matches_reference,True,True,,pass
edge,edge:781bf17966eae75f,contains_sequence,True,True,,pass
edge,edge:3cb4f835fd8270c0,receives_assignment,True,True,,pass
edge,edge:5205bdb16786c38b,supports_taxon,True,True,,pass
edge,edge:804ff934bc86b906,bounded_by,True,True,,pass
edge,edge:f2918dfca14519ba,matches_reference,True,True,,pass
edge,edge:d5a1a81ed5b99d05,matches_reference,True,True,,pass
edge,edge:74a4870016832edf,contains_sequence,True,True,,pass
edge,edge:d59fb807cde66f79,receives_assignment,True,True,,pass
edge,edge:89bfa19a44f4abad,supports_taxon,True,True,,pass
edge,edge:be473afad7df125f,bounded_by,True,True,,pass
edge,edge:9ec202240feae809,blocked_by,True,True,,pass
edge,edge:fe897ceebc5f5370,matches_reference,True,True,,pass
edge,edge:f7742492cc7b92a5,matches_reference,True,True,,pass
edge,edge:f02f696279bfc8ab,contains_sequence,True,True,,pass
edge,edge:c7c05055e6a1eaa0,receives_assignment,True,True,,pass
edge,edge:a33ad27ac5c770e3,supports_taxon,True,True,,pass
edge,edge:8e90223b35d81f41,bounded_by,True,True,,pass
edge,edge:11d46d3f53689549,blocked_by,True,True,,pass
edge,edge:cad1445cad216400,matches_reference,True,True,,pass
edge,edge:95484fcfe2f7a442,matches_reference,True,True,,pass
edge,edge:c565a9a2a7373d7b,contains_sequence,True,True,,pass
edge,edge:07d04a79d6d60e39,receives_assignment,True,True,,pass
edge,edge:6b25b87358769b2c,supports_taxon,True,True,,pass
edge,edge:ef80b9aaedb0571e,bounded_by,True,True,,pass
edge,edge:d316552c64544894,blocked_by,True,True,,pass
edge,edge:b56c44392ee82c3f,matches_reference,True,True,,pass
edge,edge:0fd82c8c67e08b52,matches_reference,True,True,,pass
edge,edge:c8c08eb2eab292f3,contains_sequence,True,True,,pass
edge,edge:91476010b0f3af59,receives_assignment,True,True,,pass
edge,edge:89986960257173fb,supports_taxon,True,True,,pass
edge,edge:335b5fc11496719a,bounded_by,True,True,,pass
edge,edge:e35e7d88b1af1ef3,blocked_by,True,True,,pass
edge,edge:6a61e73cb738a9b1,matches_reference,True,True,,pass
edge,edge:5e1c8d626c500637,matches_reference,True,True,,pass
edge,edge:b5f134918972d8db,contains_sequence,True,True,,pass
edge,edge:659422b432342601,receives_assignment,True,True,,pass
edge,edge:c06718edfc648d97,supports_taxon,True,True,,pass
edge,edge:4dd10784406066ab,bounded_by,True,True,,pass
edge,edge:7c6204222d15d162,blocked_by,True,True,,pass
edge,edge:36d515a3fa488271,matches_reference,True,True,,pass
edge,edge:4aaf501ded0d6020,matches_reference,True,True,,pass
edge,edge:0b5d641fa8eaf769,contains_sequence,True,True,,pass
edge,edge:5cc2cbe62db4a627,receives_assignment,True,True,,pass
edge,edge:dfa8729918fdadac,supports_taxon,True,True,,pass
edge,edge:32103fd7f22960b0,bounded_by,True,True,,pass
edge,edge:f7ef18ad711e888e,blocked_by,True,True,,pass
edge,edge:24ca363674b89429,matches_reference,True,True,,pass
edge,edge:7141e345a04be1dd,matches_reference,True,True,,pass
edge,edge:bb50fac8ddcad23f,contains_sequence,True,True,,pass
edge,edge:427d85174e918b0a,receives_assignment,True,True,,pass
edge,edge:2675c872caa9ab3a,supports_taxon,True,True,,pass
edge,edge:43d9a4a390d43b49,bounded_by,True,True,,pass
edge,edge:b982a9f3fb7c55e8,blocked_by,True,True,,pass
edge,edge:53299e9c32ca7b54,matches_reference,True,True,,pass
edge,edge:465a59dd50ceac66,matches_reference,True,True,,pass
edge,edge:a8f9576d66fe1395,contains_sequence,True,True,,pass
edge,edge:37d5c9a970cf8cb6,receives_assignment,True,True,,pass
edge,edge:913a08ef34a22b34,supports_taxon,True,True,,pass
edge,edge:5c127d15202ac983,bounded_by,True,True,,pass
edge,edge:f7d5d26def58cdf2,blocked_by,True,True,,pass
edge,edge:acd58987cefc1259,matches_reference,True,True,,pass
edge,edge:d2304539b3c594aa,matches_reference,True,True,,pass
edge,edge:c3b6125da2c9e5e3,contains_sequence,True,True,,pass
edge,edge:65efe6ec0a05eea0,receives_assignment,True,True,,pass
edge,edge:d10367c7bcfa698b,supports_taxon,True,True,,pass
edge,edge:6c92e550eea998a1,bounded_by,True,True,,pass
edge,edge:9d616e19e37e653a,blocked_by,True,True,,pass
edge,edge:5198447c1ddfc80a,matches_reference,True,True,,pass
edge,edge:f3e911732b5de551,matches_reference,True,True,,pass
edge,edge:bca4be3a6bdfabfc,contains_sequence,True,True,,pass
edge,edge:b67a99b51ecb04a0,receives_assignment,True,True,,pass
edge,edge:b3390da07310b95b,supports_taxon,True,True,,pass
edge,edge:42bc0ed3eebb540f,bounded_by,True,True,,pass
edge,edge:a9009ace7e555e1c,blocked_by,True,True,,pass
edge,edge:8047beac92a817ac,matches_reference,True,True,,pass
edge,edge:7e28d5abd7aee26a,matches_reference,True,True,,pass
edge,edge:c327d268edb0818a,contains_sequence,True,True,,pass
edge,edge:d11cf3fc550fd7ee,receives_assignment,True,True,,pass
edge,edge:eabf37b9121cca92,supports_taxon,True,True,,pass
edge,edge:15d78b11f1990db4,bounded_by,True,True,,pass
edge,edge:391141d5041458d8,blocked_by,True,True,,pass
edge,edge:e25ddc0bee58d927,matches_reference,True,True,,pass
edge,edge:bba3a2049deaad6f,matches_reference,True,True,,pass
